編號,法條,TextID,Sentence,犯罪後之態度,犯罪之手段與所生損害,被害人的態度,被告之品行,其他審酌事項,有利,中性,不利
2269,第224條,2498e4c62b,"甲○○與代號0000-000000號女子（民國00年00月生，真實
    姓名年籍資料詳卷，下稱甲女）係朋友關係",0,0,0,0,1,0,1,0
2270,第224條,2498e4c62b,"過往並無任何犯罪
    之前案紀錄等",0,0,0,1,0,0,1,0
2271,第224條,25d1af551a,"其構成累犯以外之其他前
    科素行、自陳之學歷、工作、經濟暨家庭生活狀況（見本院
    卷第132 頁）等",0,0,0,0,1,0,1,0
2272,第224條,25d1af551a,兼衡被告犯罪之動機、情節與手段、,0,0,0,0,1,0,1,0
2273,第224條,25d1af551a,審酌被告為逞性慾,0,0,0,0,1,0,0,1
2274,第224條,25d1af551a,犯後矢口否認犯行,1,0,0,0,0,0,0,1
2275,第224條,25d1af551a,"恃強凌弱，不顧A 女之反對，對A 女
    施暴撫摸其胸部、下體為強制猥褻之行為，絲毫不尊重他人
    性自主決定權，所為誠屬不該",0,1,0,0,0,0,0,1
2276,第224條,25d1af551a,"迄
    未與A 女達成和解並獲得宥恕",0,0,1,0,0,0,0,1
2277,第224條,26663d925c,"再考量其犯罪之動機、目的、手
      段與情節，兼衡其自陳為高中畢業之智識程度、已婚、家
      庭經濟小康之生活狀況",0,0,0,0,1,0,1,0
2278,第224條,26663d925c,竟為逞一己私欲,0,0,0,0,1,0,0,1
2279,第224條,26663d925c,"及其犯後雖矢口否認犯行，然業
      與告訴人以新臺幣12萬元達成和解、並依約履行完畢，此
      有本院調解筆錄及新北市中和地區農會匯款申請書影本在
      卷可稽（本院卷第81、95頁），堪認其已試圖彌補告訴人
      所受損害等",1,0,0,0,0,1,0,0
2280,第224條,26663d925c,"不知尊重告訴人之身體自主權與性自
      主意願，率爾對之為強制猥褻行為，對告訴人身心均生嚴
      重傷害，所為殊值非難",0,1,0,0,0,0,0,1
2281,第224條,26663d925c,被告身為告訴人之長輩友人,0,0,0,0,1,0,1,0
2282,第224條,284111417a,"兼衡被告犯罪之動機、目的、手段，暨其大學畢業、
    目前在齒輪加工公司擔任技術員、未婚之智識程度及生活狀
    況",0,0,0,0,1,0,1,0
2283,第224條,284111417a,因欲追求甲女，而未能克制自身情慾,0,0,0,0,1,0,1,0
2284,第224條,284111417a,"在明知甲女年紀，且甲女已明確拒絕其交往請求之下，仍
    違反甲女之意願而為上開強制猥褻犯行，侵害甲女之性自主
    權，甲女因而身心受創，",0,1,0,0,0,0,0,1
2285,第224條,284111417a,"被告為甲女工作之撞球店常
    客，對甲女頗有好感",0,0,0,0,1,0,1,0
2286,第224條,284111417a,"惟考量被告於偵查中已與甲女達成
    和解，有和解書1 份在卷可憑，對於甲女所受身心損害稍有
    彌補",0,0,1,0,0,1,0,0
2287,第224條,29d73926b0,"究其違反
    甲○意願之方法、本案犯罪情節，並兼衡其智識程度、生活
    狀況、目的、手段、所生危害及甲○當庭表示希望判處之刑
    度（見本院卷第146 頁）等一切情狀",0,0,0,0,1,0,1,0
2288,第224條,29d73926b0,"本件犯罪動機係因對甲○有好感，希
    望有交往機會，然未能謹慎自持、掌握分際所致",0,0,0,0,1,0,1,0
2289,第224條,29d73926b0,"被告未能尊重他人性自主權，竟對甲○為強制猥褻犯
    行，造成甲○身心受創",0,1,0,0,0,0,0,1
2290,第224條,29d73926b0,"且其前無犯罪
    紀錄，有臺灣高等法院被告前案紀錄表附卷足佐（見本院卷
    第13頁），素行良好",0,0,0,1,0,1,0,0
2291,第224條,2c2882b7fc,"並兼衡被告犯罪之動
    機、手段、對乙○所生損害，及被告自陳為高職畢業之智識
    程度，家庭經濟狀況勉持之生活狀況",0,0,0,0,1,0,1,0
2292,第224條,2c2882b7fc,為滿足自身之慾望，漠視他人之性自主決定權,0,0,0,0,1,0,0,1
2293,第224條,2c2882b7fc,"對乙○為
    前揭強制猥褻犯行，對乙○身心造成傷害，所生危害不小，
    除敗壞社會善良風俗外，對乙○亦造成心理創傷，妨礙其身
    心發展及人格養成，且足以損及乙○日後對於兩性關係之認
    知乃至普通人際關係之正常發展，殊值非難",0,1,0,0,0,0,0,1
2294,第224條,2c2882b7fc,"被告前並無科刑之前案紀錄
    ，有台灣高等法院被告前案紀錄表足稽，素行尚可",0,0,0,1,0,1,0,0
2295,第224條,2c8cba37cd,僅為滿足一己之私慾,0,0,0,0,1,0,1,0
2296,第224條,2c8cba37cd,"且犯後猶飾詞否認
      犯行，未與Ａ男和解或賠償其損害，犯後態度難謂良好，",1,0,0,0,0,0,0,1
2297,第224條,2c8cba37cd,"漠視他人之身體
      自主權及感受，恣意對同房之Ａ男為強制猥褻行為，對Ａ
      男身心造成創傷甚鉅，所為殊值譴責",0,1,0,0,0,0,0,1
2298,第224條,2c8cba37cd,兼衡被告之素行、,0,0,0,1,0,0,1,0
2299,第224條,2c8cba37cd,未與Ａ男和解或賠償其損害，,0,0,1,0,0,0,0,1
2300,第224條,2f085de104,"併兼衡被告具○○
    畢業，曾在○○○○○○○班進修之智識程度、○婚，目前
    以從事○○○買賣為業之生活狀況、○○之家庭經濟狀況、",0,0,0,0,1,0,1,0
2301,第224條,2f085de104,"竟不顧A 女出言拒絕及扭動身體表示抗拒，強吻A 女
    之鼻部及雙唇，並動手撫摸A 女之胸部，妨害A 女性自主權
    之程度非輕，且參A 女受害後已有懼惡夢連連、畏懼與被告
    體型、年紀相似之男性等負面情緒反應，可見被告之本案所
    為已對A 女之身、心理形成相當程度之實害，",0,1,0,0,0,0,0,1
2302,第224條,2f085de104,"被告與A 女於案發當時並非
    熟識",0,0,0,0,1,0,1,0
2303,第224條,2f085de104,前有強制猥褻等前案犯罪紀錄之品性，,0,0,0,1,0,0,0,1
2304,第224條,2f085de104,"併考量被告犯後迄今未以任何方式賠償A 女
    所受損害，亦未邀得A 女之宥恕，",0,0,1,0,0,0,0,1
2305,第224條,303a9cbf35,"於大眾運輸
    工具上對未成年之告訴人為上開強制猥褻之行為，其犯罪動
    機、目的及手段均值非難，",0,0,0,0,1,0,0,1
2306,第224條,303a9cbf35,爰審酌被告為智識正常之人，竟為逞一時色慾，,0,0,0,0,1,0,1,0
2307,第224條,303a9cbf35,"惟念
    其犯後終能坦承犯行，",1,0,0,0,0,1,0,0
2308,第224條,303a9cbf35,，以實際行動降低其所造成之損害，態度非差，,1,0,0,0,0,1,0,0
2309,第224條,303a9cbf35,"大眾運輸
    工具上對未成年之告訴人為上開強制猥褻之行為，其犯罪動
    機、目的及手段均值非難，",0,1,0,0,0,0,0,1
2310,第224條,303a9cbf35,且對告訴人身心傷害甚鉅，,0,1,0,0,0,0,0,1
2311,第224條,303a9cbf35,"且於本院調解時，以新臺幣（下同）
    10萬元與告訴人達成和解，已給付7 萬元，剩餘3 萬元現正
    分期給付中，此有本院108 年度橋司附民移調字第68號調解
    筆錄及本院電話記錄各1 份、郵政入戶匯款申請書3 份在卷
    可參",0,0,1,0,0,1,0,0
2312,第224條,30d4a96580,"兼衡被告自述因缺乏自信
      始為本案犯行之犯罪動機、目的、",0,0,0,0,1,0,1,0
2313,第224條,30d4a96580,"且被告犯後之初否認犯行
      ，態度難謂良好，",1,0,0,0,0,0,0,1
2314,第224條,30d4a96580,"對其犯行亦尋求醫學治療，有彰化基督教醫療財團法人彰
      化基督教醫院、臺中榮民總醫院就診資料附卷可參（見本
      院卷第85至99頁），尚有悔意，",1,0,0,0,0,1,0,0
2315,第224條,30d4a96580,斟酌被告於本院審理中終知坦承犯行,1,0,0,0,0,1,0,0
2316,第224條,30d4a96580,"不知尊重告訴人之身體
      自主權，以強暴手段猥褻告訴人，致告訴人受到驚嚇，情
      緒難以平復，影響其身心狀態，",0,1,0,0,0,0,0,1
2317,第224條,30d4a96580,審酌被告與告訴人在網路上結識，,0,0,0,0,1,0,1,0
2318,第224條,30d4a96580,被告無刑事犯罪紀錄之素行等一切情狀,0,0,0,1,0,1,0,0
2319,第224條,3178825d3b,"兼衡其自述教育程度為大學肄業，目前從事
      室內裝潢，月薪約新臺幣3 萬至4 萬2,000 元不等，未婚
      ，與父母、妹妹同住等智識程度及生活狀況（見本院公開
      卷第175 至176 頁），",0,0,0,0,1,0,1,0
2320,第224條,3178825d3b,"又被告事後於偵、審階
      段均飾詞否認犯罪，殊無悔意，犯後態度不佳，",1,0,0,0,0,0,0,1
2321,第224條,3178825d3b,"乃約其陪同前往上址無
      設置監視器之廁所處，不顧A 女拒絕而使用強暴手段，對
      A 女為前開猥褻犯行，侵害A 女性自主決定權，並造成A
      女心理上陰影，所為應嚴予非難；",0,1,0,0,0,0,0,1
2322,第224條,3178825d3b,"利
      用A 女與其素有交情，較無防心，",0,0,0,0,1,0,1,0
2323,第224條,3178825d3b,"迄亦無與
      A 女達成和解或取得其諒解，未能修復其犯罪所生損害，
      自不宜輕縱；",0,0,1,0,0,0,0,1
2324,第224條,32099f43fc,"兼衡其
      自陳大學畢業之教育程度、從事服務業、家庭經濟狀況勉
      持（見偵卷第3頁調查筆錄之受詢問人基本資料欄之記載
      及本院卷第79頁）",0,0,0,0,1,0,1,0
2325,第224條,32099f43fc,"其為滿足一己之
      性慾",0,0,0,0,1,0,1,0
2326,第224條,32099f43fc,，犯後坦承犯行且深具悔意，態度良好,1,0,0,0,0,1,0,0
2327,第224條,32099f43fc,"而於深夜尾隨被害人返家途中，趁四下無人之際以上
      揭強暴方式猥褻被害人甲○，造成甲○身心受創，",0,1,0,0,0,0,0,1
2328,第224條,32099f43fc,"爰以被告之責任為基礎，並審酌被告之素行尚稱良好（參
      考卷附臺灣高等法院被告前案紀錄表），",0,0,0,1,0,1,0,0
2329,第224條,32099f43fc,並於本院審理時賠償甲○所受損害,0,0,1,0,0,1,0,0
2330,第224條,331a18d01c,"並考量被告於退休後無職業，平時協助其配偶從
      事市場生意及宮廟活動，教育程度為高職肄業，家庭經濟
      狀況為小康（見警卷第1 頁之調查筆錄受詢問人欄之記載
      、本院卷第176 頁反面），",0,0,0,0,1,0,1,0
2331,第224條,331a18d01c,"且被告始終否認犯行，甚至一再辯稱其與A 女為男女朋
      友云云，企圖掩飾其追求遭拒及不尊重他人性自主之犯行
      ，",1,0,0,0,0,0,0,1
2332,第224條,331a18d01c,"顯然未見悔意，態度不佳，所為
      甚有不該；",1,0,0,0,0,0,0,1
2333,第224條,331a18d01c,"造成A 女終日陷於是非對錯不分之痛苦處境，且為維護
      自身名節，終至不得不對被告提出告訴以求自清，被告所
      為對A 女所生損害甚大，",0,1,0,0,0,0,0,1
2334,第224條,331a18d01c,"且未使用工具，亦未造成A 女衣物破損
      ，或加強侵害力道強行褪去A 女衣物，即因A 女一再掙扎
      而停手，",0,1,0,0,0,1,0,0
2335,第224條,331a18d01c,"先自後方強行抱住A 女，並違反
      A 女之性自主意願，而伸手進A 女上衣內撫摸A 女胸部、
      隔著衣服撫摸A 女全身、下體，以及以嘴親吻A 女嘴部，
      為本件強制猥褻行為，並造成A 女之手臂及腰部受有淤青
      ，",0,1,0,0,0,0,1,0
2336,第224條,331a18d01c,"爰審酌被告與告訴人A 女為十餘年之師生關係，業據其2
      人於本院審理中供承一致（見本院卷第24頁正面、第160
      頁正面）",0,0,0,0,1,0,1,0
2337,第224條,331a18d01c,"惟念被告前僅有於69年間，因賭博案件遭法院
      判處罰金執行完畢之犯罪紀錄，除此之外別無其他犯罪，
      有臺灣高等法院被告前案紀錄表附卷可佐（見本院卷第5
      頁），素行不壞，",0,0,0,1,0,1,0,0
2338,第224條,331a18d01c,"參諸檢察官、Ａ女對量刑之意
      見",0,0,1,0,0,0,1,0
2339,第224條,331fa3ba0f,"，暨其
    自述為國中畢業之智識程度，曾從事送貨工作，每月收入約
    新臺幣3萬元、未婚，與父母同住經濟及生活狀況等一切情
    狀，量處如主文所示之刑，以資懲儆。",0,0,0,0,1,0,1,0
2340,第224條,331fa3ba0f,爰審酌被告為逞一時私慾，,0,0,0,0,1,0,1,0
2341,第224條,331fa3ba0f,惟考量被告於犯罪後坦認犯行之態度，,1,0,0,0,0,1,0,0
2342,第224條,331fa3ba0f,"造成被害人心理及精神上難以磨滅之陰影及痛苦
    ，",0,1,0,0,0,0,0,1
2343,第224條,331fa3ba0f,"不顧他人身體自主權及感受，利
    用被害人於僻靜無人處孤立無援之機會，對被害人為強制猥
    褻之行為，",0,1,0,0,0,0,1,0
2344,第224條,331fa3ba0f,"且被告於本案前，甫因妨害性自主案件於107年6月22日執
    行完畢，復再犯本件犯行，被告之行為，已對社會安全秩序
    造成巨大危害。",0,0,0,1,0,0,0,1
2345,第224條,34c9a547f4,"暨被告自述
    大學畢業，就讀研究所之智識程度，現於補習班兼職，未婚
    無子女，與父母同住，姐姐在北部工作，父母健康狀態均不
    佳，家庭經濟仰賴被告與姐姐的收入，尚非富裕，",0,0,0,0,1,0,1,0
2346,第224條,34c9a547f4,犯後尚能坦承主要事實，態度良好，,1,0,0,0,0,1,0,0
2347,第224條,34c9a547f4,且不無悔悟之意。,1,0,0,0,0,1,0,0
2348,第224條,34c9a547f4,"亦未絕對尊重告訴人之性自主決定權，先後接續對告訴人
    為猥褻行為，使告訴人身心受創，行為實無足取，",0,1,0,0,0,0,0,1
2349,第224條,34c9a547f4,"手段非屬兇
    殘，所為猥褻行為之時間非長，",0,1,0,0,0,1,0,0
2350,第224條,34c9a547f4,"爰以行為人之責任為基礎，審酌被告與告訴人原係熟識、時
    相往來的好友，其未珍惜朋友情誼，未謹慎自持、掌握分際
    ，",0,0,0,0,1,0,1,0
2351,第224條,34c9a547f4,"被
    告無前科，有臺灣高等法院被告前案紀錄表在卷足參，素行
    尚稱良好",0,0,0,1,0,1,0,0
2352,第224條,34c9a547f4,"然告訴人因身心受創
    ，迄今難以原諒被告，雙方因而無法達成和解。",0,0,1,0,0,0,0,1
2353,第224條,34c9a547f4,"並審酌被
    告多次希冀與告訴人和解，尋求原諒，",0,0,1,0,0,1,0,0
2354,第224條,34cdc1a958,爰審酌被告為逞一己私慾，,0,0,0,0,1,0,1,0
2355,第224條,34cdc1a958,其犯後坦承犯行,1,0,0,0,0,1,0,0
2356,第224條,34cdc1a958,"侵害甲○身體自主權，並對甲○身心造成極大
    影響，所為實屬不該",0,1,0,0,0,0,0,1
2357,第224條,365b090215,"兼衡被告自述其患有精神疾
    病之健康狀況、高中畢業學歷之智識程度、目前仍以擔任水
    電工作、月收入約新臺幣6 萬元等一切情狀，量處如主文所
    示之刑；又審酌其年齡、職業、收入、社會地位等節",0,0,0,0,1,0,1,0
2358,第224條,365b090215,"被告為78年2 月22日出生，教育程度為高中畢業，此
    為被告於本院審理時所坦認",0,0,0,0,1,0,1,0
2359,第224條,365b090215,"其為智識成熟之成年人，僅為
    滿足自身性慾，",0,0,0,0,1,0,1,0
2360,第224條,365b090215,"參酌其犯罪後迄今並未向A 女表達任何歉意之犯後態
    度，",1,0,0,0,0,0,0,1
2361,第224條,365b090215,"罔顧被害人之意願，強行對被害人為上開猥
    褻行為，已敗壞社會善良風氣，造成被害人心理上之傷害與
    恐懼，",0,1,0,0,0,0,0,1
2362,第224條,3b56e35ef8,"暨考量被告碩士畢業之智識程度（警詢及本院審理自陳），
    從事醫師工作、家中有太太、已成年之兒子及女兒各1人、
    經濟狀況小康之生活狀況（警詢及本院審理自陳），",0,0,0,0,1,0,1,0
2363,第224條,3b56e35ef8,"被告僅為滿足一
    時之性慾，",0,0,0,0,1,0,1,0
2364,第224條,3b56e35ef8,"犯後
    未坦承犯行之犯後態度",1,0,0,0,0,0,0,1
2365,第224條,3b56e35ef8,"即以與告訴人Ａ女擁抱為由，趁隙對擔任跟診人
    員之告訴人Ａ女為猥褻行為，造成告訴人Ａ女之心理傷害甚
    鉅；",0,1,0,0,0,0,0,1
2366,第224條,3b56e35ef8," 爰以行為人之責任為基礎，審酌被告並無前科，有臺灣高等
    法院被告前案紀錄表在卷足稽，素行良好，",0,0,0,1,0,1,0,0
2367,第224條,3b56e35ef8,"另被告已
    於本院審理中與告訴人Ａ女和解成立，並賠償損害，有調解
    筆錄及和解書1紙在卷足稽（見本院卷第60頁、第63頁），",0,0,1,0,0,1,0,0
2368,第224條,3bd89bc22f,"衡被告體專肄業之智識程度，
    經營健身房、年紀老邁並患有慢性疾病之家庭、生活、經濟
    狀況",0,0,0,0,1,0,1,0
2369,第224條,3bd89bc22f,審酌被告僅為滿足個人慾望，,0,0,0,0,1,0,1,0
2370,第224條,3bd89bc22f,"且犯後矢口狡辯，未有
    何悔悟之表達，態度不佳，",1,0,0,0,0,0,0,1
2371,第224條,3bd89bc22f,"利用告訴人
    甲女對其之信任，不顧告訴人甲女之感受，乃強行對之為強
    制猥褻犯行，戕害告訴人甲女之身體性自主決定權，造成甲
    女身體、心理上難以抹滅之恐懼與傷害，顯然欠缺對於他人
    之身體及性自主權應予尊重之觀念，",0,1,0,0,0,0,0,1
